,name
174,LENTIL_AGGLUTININ_BINDING
175,LONG_ISOFORM_OF_ZDBF2
176,LYMPHOCYTE_CYTOSOL_POLYPEPTIDE__20_KD_GENE
177,LacZ_Genes
178,Lac_Operon
179,Ligand_Binding_Protein_Gene
180,Ligase_Gene
181,Luc_Gene
182,MAP_Kinase_Gene
183,MLLMLLT4_Fusion_Gene
184,MNX1ETV6_Fusion_Gene
185,MOv_gamma_Chimeric_Receptor_Gene
186,MYC_Family_Genes
187,Major_Histocompatibility_Complex
188,Membrane_Protein_Gene
189,Metagenome
190,Metallopeptidase_Gene
191,Metastasis_Gene
192,Metastasis_Suppressor_Genes
193,MicroRNA_Gene
194,Minor_Lymphocyte_Stimulatory_Loci
195,Multidrug_Resistance_Gene
196,Multigene_Family
197,NCOA4RET_Fusion_Gene
198,NTRK1TPM3_Fusion_Gene
199,NTT_Gene
200,N_myc_Genes
201,N_ras_Genes
202,Nested_Genes
203,Oncogene_E1A
204,Oncogene_ErbB2
205,Oncogene__Transcription_Factor
206,Oncogenes
207,Open_Reading_Frames
208,Operon
209,Orthologous_Gene
210,Oxidoreductase_Gene
211,PEPSINOGEN_GENE
212,PIAS3_Gene
213,PLATELET_GROUPS_Ko_SYSTEM
214,PR@_gene_cluster
215,Paralogous_Gene
216,Peptidase_Gene
217,Phosphotransferase_Gene
218,Pleiotropic_Gene
219,Protein_Tyrosine_Phosphatase_Gene
220,Proto_Oncogenes
221,Pseudogenes
222,Quantitative_Trait_Loci
223,RAS_Family_Gene
224,RNA_library
225,Recombinant_Transgenes
226,Regulatory_Elements__Transcriptional
227,Regulon
228,Retinoblastoma_Genes
229,Retinoic_Acid_Response_Element
230,Ribosomal_RNA_Genes
231,S14_GENE
232,SMA@_gene_cluster
233,SURFACE_ANTIGEN_5
234,SURFACE_ANTIGEN_6_GENE
235,SURFACE_ANTIGEN_8_GENE
236,Selfish_Genes
237,SerineThreonine_Protein_Kinase_Gene
238,Signaling_Pathway_Gene
239,Suppressor_of_Cytokine_Signaling_Family_Gene
240,Synthetic_Genes
241,TARP_Gene
242,TK_Gene
243,TNF_Receptor_Family_Gene
244,TOPBP1_Gene
245,TRANSSUPPRESSOR_OF_EXPRESSION_2
246,T_CELL_ANTIGEN_LEU2_GENE
247,T_CELL_RECEPTOR_ALPHA_CHAIN_JOINING_GENE_CLUSTER
248,T_CELL_RECEPTOR_BETA_CHAIN_JOINING_GENE_CLUSTER
249,T_CELL_RECEPTOR_BETA_CHAIN_VARIABLE_GENE_CLUSTER
250,Toll_Like_Receptor_Family_Gene
251,Transcription_Coactivator_Gene
252,Transcription_RepressorCorepressor_Gene
253,Transcription_factor_genes
254,Transgenes
255,Translation_Process_Gene
256,Transport_Protein_Gene
257,Tumor_Suppressor_Genes
258,UDPGT_Gene
259,VACUOLAR_TYPE_PROTON_TRANSLOCATING_ATPase_SUBUNIT_E1
260,V_Ras_Ha
261,Viral_Genome
262,Viral_Oncogene
263,Whole_chromosome
264,Wild_Type
265,abl_Oncogene
266,bcr_v_abl_Oncogenes
267,c_H_ras_Genes
268,c_Ha_ras_Genes
269,c_Ha_ras_Proto_Oncogenes
270,c_Ki_ras_Genes
271,c_abl_Proto_Oncogenes
272,c_erbB_1_Proto_Oncogenes
273,c_erbb
274,c_fos_Genes
275,c_myb_Genes
276,c_myc_Genes
277,c_myc_Proto_Oncogenes
278,c_new
279,c_rel_Genes
280,c_src_Genes
281,gene
282,genetic_element
283,hGH_Gene
284,human_histocompatibility_complex_derived_antigens_C_locus
285,human_histocompatibility_complex_derived_antigens_Cw_locus
286,jun_Genes
287,name
288,p53_RESPONSIVE_GENE_4
289,pol_genes
290,probe_gene_fragment
291,rRNA_Operon
292,ras_Oncogene
293,resistance_genes
294,rev_Responsive_Element
295,rex_Genes
296,src_Oncogene
297,tat_Genes
298,tax_Genes
299,transposoninsertion_element
300,v_H_ras_Genes
301,v_H_ras_Oncogenes
302,v_Ha_ras_Genes
303,v_Ha_ras_Oncogenes
304,v_K_ras_Genes
305,v_Ki_ras_Genes
306,v_Ki_ras_Oncogenes
307,v_erbB_Genes
308,v_fms_Genes
309,v_jun_Genes
310,v_mos_Genes
311,v_myc_Genes
312,v_sis_Genes
313,Operator_gene
314,Human_gene
315,Neomycin_resistance_gene
316,INDUCIBLE_cAMP_EARLY_REPRESSOR_gene
317,huntington_gene
