,name
88,Functioning_Endocrine_Neoplasm
89,Gastric_Gastrointestinal_Stromal_Tumor
90,Gastrointestinal_Stromal_Sarcoma
91,Germinotropic_lymphoproliferative_disorder_caused_by_Human_herpesvirus_8
92,Glioma_of_Brain__Familial
93,Grade_1_Malignant_Neoplasm
94,Grade_2_Malignant_Neoplasm
95,Grade_3_Malignant_Neoplasm
96,Head_Neoplasms
97,Heavy_Chain_Deposition_Disease
98,Hereditary_Malignant_Neoplasm
99,High_grade_B_cell_lymphoma
100,High_Grade_Liver_Dysplastic_Nodule
101,Histiocytic_neoplasm__morphology_
102,Histiocytic_sarcoma
103,Histiocytoid_hemangioma
104,Histiocytoma
105,Histiocytoma__Angiomatoid_Fibrous
106,Histiocytosis
107,Histiocytosis__Langerhans_Cell
108,In_situ_follicular_neoplasia
109,In_situ_neoplasm__morphology_
110,Increased_Cellularity_Present
111,Indolent_Systemic_Mastocytosis
112,Infected_Tumors
113,Infection_Related_Malignant_Neoplasm
114,Infrequent_Neoplasm
115,Intermediate_Atypical_Prostate_Carcinoma
116,Intermediate_Grade_Ductal_Breast_Carcinoma_In_Situ
117,Intraductal_Proliferative_Lesion_of_the_Breast
118,Leukemia_in_remission
119,Leukemic_Infiltration
120,Leydig_Cell_Tumor
121,Leydig_cell_tumor__benign
122,Light_and_Heavy_Chain_Deposition_Disease
123,Localized_Carcinoma
124,Localized_Malignant_Neoplasm
125,Localized_Non_Resectable_Adult_Liver_Carcinoma
126,Locally_Advanced_Malignant_Neoplasm
127,Locally_Metastatic_Malignant_Neoplasm
128,Locally_Recurrent_Malignant_Neoplasm
129,Low_Grade_Adult_Non_Hodgkins_Lymphoma
130,Low_grade_cervical_glandular_intraepithelial_neoplasia
131,Low_Grade_Cervical_Squamous_Intraepithelial_Neoplasia
132,Low_Grade_Endometrial_Stromal_Sarcoma
133,Low_grade_glioma
134,Low_Grade_Liver_Dysplastic_Nodule
135,Low_Grade_Lymphoma__neoplasm_
136,Low_Grade_Malignant_Neoplasm
137,Low_Grade_Ovarian_Serous_Adenocarcinoma
138,Low_Grade_Penile_Intraepithelial_Neoplasia
139,Low_Grade_Prostatic_Intraepithelial_Neoplasia
140,Low_Grade_Sarcoma
141,Low_Grade_Squamous_Intraepithelial_Neoplasia
142,Low_grade_T_cell_lymphoma
143,Luminal_B_Breast_Carcinoma
144,Lymphoma__Mixed_Cell
145,Lymphoma__Mixed_Cell__Follicular
146,Lymphoma__Undifferentiated
147,Lymphoma_stage_I
148,Lymphoma_stage_II
149,Lymphoma_stage_III
150,Lymphoma_stage_IV
151,Malignant_cell_transformation
152,Malignant_epithelioma
153,Malignant_Female_Reproductive_System_Neoplasm
154,Malignant_Fibrous_Histiocytoma
155,Malignant_Mixed_Mesodermal__Mullerian__Tumor
156,Malignant_mixed_salivary_gland_tumor
157,Malignant_Mixed_Tumor
158,Malignant_Neoplasm_of_Lung___Multiple_Primary_Sites
159,Malignant_neoplasm_of_muscle
160,Malignant_neoplasm_of_vertebral_column
161,Malignant_Neoplasms
162,mass_lesion
163,Metachronous_Malignant_Neoplasm
164,Metaplastic_carcinoma
165,Metastatic_carcinoid_tumor
166,Metastatic_Carcinoma
167,Metastatic_Malignant_Neoplasm_to_the_Cervix
168,Metastatic_Neoplasm_to_the_Bladder
169,Microinvasive_Malignant_Neoplasm
170,Microinvasive_tumor
171,Milia__Multiple_Eruptive
172,Mixed_cell_adenoma
173,Mixed_Germ_Cell_Tumor
174,Mixed_Mouse_MIN_NOS
175,Mixed_Neoplasm
176,Moderately_Differentiated_Malignant_Neoplasm
177,Mouse_Medullary_Thyroid_Carcinoma
178,Mouse_MIN_NOS
179,Multiple_endocrine_neoplasia_Type_2
180,Multiple_Endocrine_Neoplasia_Type_2a
181,Multiple_Endocrine_Neoplasia_Type_2b
182,Multiple_endocrine_neoplasia_type_4
183,Multiple_malignancy
184,Multiple_myeloma_Disease_Progression
185,Multiple_tumors
186,MYELOPROLIFERATIVE_SYNDROME__TRANSIENT
187,Myomatous_neoplasm
188,Necrotic_tumor
189,Neoplasm__Residual
190,Neoplasm__uncertain_whether_benign_or_malignant
191,Neoplasm_by_Morphology
192,Neoplasm_diagnosis
193,Neoplasm_Metastasis
194,Neoplasm_of_body_of_uterus
195,Neoplasm_of_foot
196,Neoplasm_of_Uncertain_Histogenesis
197,neoplasm_process
198,Neoplasm_Recurrence__Local
199,neoplasm_regression
200,neoplasm_relapse
201,neoplasm_remission
202,Neoplasms__Multiple_Primary
203,Neoplasms__Radiation_Induced
204,Neoplasms__Second_Primary
205,Neoplasms__Therapy_Associated
206,Neoplasms__Unknown_Primary
207,Neoplasms_by_Histologic_Type
208,Neoplasms_by_Site
209,Neoplastic_Cell_Transformation
210,Neoplastic_disease
211,Neoplastic_disease_of_uncertain_behavior
212,Neoplastic_Post_Transplant_Lymphoproliferative_Disorder
213,Neoplastic_Processes
214,Neuroepithelioma__Peripheral
215,non_genital_warts_nos
216,Non_Hematologic_Malignancy
217,Non_Hodgkin_Breast_Lymphoma
218,Non_Hodgkins_lymphoma_of_central_nervous_system
219,Non_Hodgkins_lymphoma_of_intestine
220,Non_Hodgkins_lymphoma_of_lung
221,Non_Hodgkins_lymphoma_of_oral_cavity
222,Non_Hodgkins_lymphoma_of_skin
223,Non_Hodgkins_lymphoma_of_testis
224,Non_Hodgkins_lymphoma_of_tonsil
225,Non_infiltrating_lobular_carcinoma
226,Non_Metastatic_Carcinoma
227,Non_Secretory_Plasma_Cell_Myeloma
228,Non_Seminomatous_Lesion
229,Non_small_cell_carcinoma
230,Non_Small_Cell_Lung_Carcinoma
231,Nongerminomatous_Germ_Cell_Tumor
232,Noninfiltrating_Intraductal_Carcinoma
233,Noninvasive_Malignant_Thymoma
234,Nonkeratinizing_carcinoma_of_the_nasopharynx
235,Nonmedullary_thyroid_carcinoma__with_or_without_cell_oxyphilia
236,Null_cell_acute_lymphoblastic_leukemia
237,occult_malignancy
238,Occupational_Malignant_Neoplasm
239,Ocular_Adnexal_Lymphoma
240,Oncogene_Addiction
241,Other_gastrointestinal_cancer
242,Other_hematologic_malignant_neoplasms
243,Other_leukemia_of_unspecified_cell_type
244,Other_malignant_lymphomas
245,Other_malignant_neoplasm_of_skin
246,Pad_Mass
247,Papillary_craniopharyngioma
248,Papillary_cystic_tumor
249,PARAGANGLIOMAS_6
250,Paraneoplastic_Syndromes
251,Paratesticular_tumor
252,Pathologic_Stage_IIB_Gastric_Cancer_AJCC_v8
253,Pediatric_Neoplasm
254,Pericytic_Neoplasm
255,Perivascular_Epithelioid_Cell_Neoplasms
256,Plant_Tumors
257,Plasma_Cell_Post_Transplant_Lymphoproliferative_Disorder
258,Poorly_differentiated_carcinoma
259,Poorly_Differentiated_Hepatocellular_Carcinoma
260,Poorly_Differentiated_Malignant_Neoplasm
261,Poorly_Differentiated_Thyroid_Carcinoma
262,Precancerous_Conditions
263,precancerous_lesions
264,Premalignant_Neoplasm
265,Primary_malignant_neoplasm
266,Primary_malignant_neoplasm_of_paraganglion
267,Primary_Neoplasm
268,Primary_peritoneal_carcinoma
269,Progressive_Neoplastic_Disease
270,Prolymphocytic_Leukemia
271,PROSTATE_CANCER__HEREDITARY__2
272,Prostate_Cancer__Hereditary__7
273,Prostate_Stromal_Proliferation_of_Uncertain_Malignant_Potential
274,Pure_Erythroid_Leukemia
275,Rare_Childhood_Malignant_Neoplasm
276,Rat_Malignant_Lymphoma
277,Recurrent_Carcinoma
278,Recurrent_Childhood_Acute_Lymphoblastic_Leukemia
279,Recurrent_Malignant_Neoplasm
280,Recurrent_Transformed_Non_Hodgkin_Lymphoma
281,Recurrent_tumor
282,Refractory_anemia_with_excess_blasts_I
283,Refractory_anemia_with_excess_blasts_II
284,Refractory_Cytopenia_of_Childhood
285,Refractory_Malignant_Neoplasm
286,Refractory_Neoplasm
287,Renal_cell_carcinoma_1
288,Resectable_Hepatocellular_Carcinoma
289,Residual_Cancer
290,Residual_Tumor
291,Rhabdomyosarcoma_1
292,ROSE_Cluster_2
293,ROSE_Cluster_4
294,ROSE_Cluster_6
295,ROSE_Cluster_8
296,Salivary_Gland_Pleomorphic_Adenoma
297,Sarcoma_of_soft_tissue
298,Sarcoma_of_the_Extremity
299,Sclerosing_Epithelioid_Fibrosarcoma
300,Scrotal_Basal_Cell_Carcinoma
301,Second_Primary_Cancers
302,Secondary_carcinoma
303,Secondary_Malignant_Neoplasm
304,Secondary_malignant_neoplasm_of_bone
305,Secondary_malignant_neoplasm_of_eye
306,Secondary_malignant_neoplasm_of_adrenal_gland
307,Secondary_malignant_neoplasm_of_bone_marrow
308,Secondary_malignant_neoplasm_of_colon
309,Secondary_malignant_neoplasm_of_colon_andor_rectum
310,Secondary_malignant_neoplasm_of_esophagus
311,Secondary_malignant_neoplasm_of_eye
312,Secondary_malignant_neoplasm_of_female_breast
313,Secondary_malignant_neoplasm_of_heart
314,Secondary_malignant_neoplasm_of_jejunum
315,Secondary_malignant_neoplasm_of_kidney
316,Secondary_malignant_neoplasm_of_liver
317,Secondary_malignant_neoplasm_of_lung
318,Secondary_malignant_neoplasm_of_lymph_node
319,Secondary_malignant_neoplasm_of_lymph_nodes_of_neck
320,Secondary_malignant_neoplasm_of_mediastinum
321,Secondary_malignant_neoplasm_of_mouth
322,Secondary_malignant_neoplasm_of_neck
323,Secondary_malignant_neoplasm_of_omentum
324,Secondary_malignant_neoplasm_of_orbit
325,Secondary_malignant_neoplasm_of_ovary
326,Secondary_malignant_neoplasm_of_pancreas
327,Secondary_malignant_neoplasm_of_penis
328,Secondary_malignant_neoplasm_of_peritoneum
329,Secondary_malignant_neoplasm_of_pleura
330,Secondary_malignant_neoplasm_of_prostate
331,Secondary_malignant_neoplasm_of_rectum
332,Secondary_malignant_neoplasm_of_retroperitoneum
333,Secondary_malignant_neoplasm_of_skin
334,Secondary_malignant_neoplasm_of_soft_tissues
335,Secondary_malignant_neoplasm_of_spinal_cord
336,Secondary_malignant_neoplasm_of_spleen
337,Secondary_malignant_neoplasm_of_stomach
338,Secondary_malignant_neoplasm_of_tongue
339,Secondary_malignant_neoplasm_of_vertebral_column
340,Secondary_malignant_neoplasm_of_viscera
341,Secondary_malignant_neoplasm_of_vulva
342,Secondary_Myelodysplastic_Syndrome
343,Secondary_Neoplasm
344,Secretory_breast_carcinoma
345,Senile_angioma
346,Serous_Endometrial_Intraepithelial_Carcinoma
347,Serous_Neoplasm
348,Serous_Tubal_Intraepithelial_Carcinoma
349,Sessile_Serrated_AdenomaPolyp
350,Simple_Mouse_MIN_NOS
351,Single_tumor
352,Skin_appendage_adenoma
353,Skin_tag
354,Smooth_muscle_cell_Tumors
355,Solid_carcinoma
356,Solid_Neoplasm
357,Solitary_leiomyoma
358,Spindle_Cell_Oncocytoma_of_the_Adenohypophysis
359,Splenic_Neoplasms
360,Squamous_cell_carcinoma__metastatic
361,Squamous_cell_carcinoma__microinvasive
362,Squamous_intraepithelial_neoplasia_grade_2
363,stage__anal_cancer
364,stage__cervical_cancer
365,stage__chronic_lymphocytic_leukemia
366,stage__colon_cancer
367,stage__cutaneous_T_cell_non_Hodgkin_lymphoma
368,stage__endometrial_carcinoma
369,stage__gastric_cancer
370,stage__melanoma
371,stage__nasopharyngeal_cancer
372,stage__neuroblastoma
373,stage__oropharyngeal_cancer
374,stage__ovarian_epithelial_cancer
375,stage__pancreatic_cancer
376,stage__penile_cancer
377,stage__plasma_cell_neoplasm
378,stage__prostate_cancer
379,stage__rectal_cancer
380,stage__small_cell_lung_cancer
381,Stage_0_Breast_Carcinoma
382,Stage_0_Breast_Cancer_AJCC_v6_and_v7
383,Stage_0_Breast_Carcinoma
384,Stage_0_Laryngeal_Cancer_AJCC_v6__v7__and_V8
385,Stage_0_Oral_Cavity_Cancer_AJCC_v6_and_v7
386,Stage_0_Rectal_Cancer_AJCC_v6_and_v7
387,Stage_0_Skin_Melanoma
388,Stage_0_Vaginal_Cancer_AJCC_v7
389,Stage_0_Vulvar_Carcinoma
390,Stage_0a_Bladder_Cancer_AJCC_v8
391,stage_I_cervical_cancer
392,Stage_I_Cutaneous_Melanoma_AJCC_v6
393,Stage_I_Hepatocellular_Carcinoma_AJCC_v6_and_v7
394,Stage_I_Lung_Cancer_AJCC_v6
395,Stage_I_Lung_Non_Small_Cell_Cancer_AJCC_v7
396,Stage_I_Mycosis_Fungoides_AJCC_v7
397,Stage_I_Oropharyngeal_Carcinoma
398,Stage_I_Oropharyngeal_Squamous_Cell_Carcinoma_AJCC_v6_and_v7
399,stage_I_testicular_cancer
400,stage_IA_cervical_cancer
401,Stage_IA_Cervical_Cancer_AJCC_v6_and_v7
402,Stage_IA_Lung_Adenocarcinoma_AJCC_v7
403,Stage_IA1_Cervical_Cancer
404,stage_IB_cervical_cancer
405,Stage_IB_Cervical_Cancer_AJCC_v6_and_v7
406,Stage_IB_Cervical_Cancer_AJCC_v8
407,Stage_IB_Lung_Adenocarcinoma_AJCC_v7
408,Stage_IB_Mycosis_Fungoides_AJCC_v7
409,Stage_IB_Vulvar_Cancer_AJCC_v7
410,Stage_IB2_Cervical_Cancer
411,Stage_II_Adult_Diffuse_Small_Cleaved_Cell_Lymphoma
412,Stage_II_Adult_Hodgkin_Lymphoma
413,Stage_II_Cervical_Cancer_AJCC_v6
414,Stage_II_Childhood_Hepatocellular_Carcinoma_AJCC_v6_and_v7
415,Stage_II_Colon_Cancer
416,Stage_II_Hodgkin_Lymphoma
417,stage_II_melanoma
418,Stage_II_Nasopharyngeal_Carcinoma_AJCC_v7
419,Stage_II_Oropharyngeal_Carcinoma
420,Stage_II_Oropharyngeal_Squamous_Cell_Carcinoma_AJCC_v6_and_v7
421,stage_II_vaginal_cancer
422,Stage_IIA_Cervical_Cancer_AJCC_v6
423,Stage_IIA_Cervical_Cancer_AJCC_v8
424,Stage_IIA_Cervical_Carcinoma
425,Stage_IIA_Merkel_Cell_Carcinoma_AJCC_v7
426,Stage_IIA1_Cervical_Cancer_AJCC_v8
427,Stage_IIA2_Cervical_Cancer_AJCC_v7
428,Stage_IIA2_Cervical_Cancer_AJCC_v8
429,Stage_IIB_Ovarian_Cancer_AJCC_v6_and_v7
430,Stage_IIB_Prostate_Cancer_AJCC_v8
431,Stage_III_Breast_Cancer_AJCC_v6
432,Stage_III_Burkitt_Lymphoma
433,Stage_III_Carcinoma_of_Anus
434,stage_III_cervical_cancer
435,Stage_III_Cervical_Cancer_AJCC_v6_and_v7
436,Stage_III_Cutaneous_Melanoma_AJCC_v6
437,Stage_III_Cutaneous_Squamous_Cell_Carcinoma_of_the_Head_and_Neck_AJCC_v8
438,Stage_III_Hepatocellular_Carcinoma_AJCC_v7
439,Stage_III_Hodgkin_Lymphoma
440,Stage_III_Merkel_Cell_Carcinoma_AJCC_v7
441,Stage_III_Non_Hodgkin_Lymphoma
442,Stage_III_Oral_Cavity_Squamous_Cell_Carcinoma_AJCC_v6_and_v7
443,Stage_III_Oropharyngeal_Squamous_Cell_Carcinoma_AJCC_v7
444,Stage_III_Oropharynx_Carcinoma
445,Stage_IIIA_Lung_Cancer_AJCC_v7
446,Stage_IIIA_Prostate_Cancer_AJCC_v8
447,Stage_IIIB_Bladder_Cancer_AJCC_v8
448,Stage_IIIB_Cervical_Cancer_AJCC_v6_and_v7
449,Stage_IV_Cervical_Cancer_AJCC_v6_and_v7
450,Stage_IV_Colon_Carcinoma
451,Stage_IV_Cutaneous_T_Cell_Non_Hodgkin_Lymphoma
452,Stage_IV_Esophageal_Adenocarcinoma
453,Stage_IV_Esophageal_Squamous_Cell_Carcinoma
454,Stage_IV_Hodgkin_Lymphoma
455,Stage_IV_Laryngeal_Carcinoma
456,stage_IV_lip_and_oral_cavity_cancer
457,Stage_IV_Lung_Cancer_AJCC_v7
458,stage_IV_nasopharyngeal_cancer
459,Stage_IV_Nasopharyngeal_Carcinoma
460,Stage_IV_Nasopharyngeal_Undifferentiated_Carcinoma_AJCC_v7
461,Stage_IV_Non_Hodgkin_Lymphoma
462,Stage_IV_Oropharyngeal_Carcinoma
463,Stage_IV_Ovarian_Cancer_AJCC_v6_and_v7
464,Stage_IV_Ovarian_Carcinoma
465,stage_IV_pancreatic_cancer
466,Stage_IV_Skin_Melanoma
467,Stage_IV_Thyroid_Gland_Papillary_Carcinoma_AJCC_v7
468,Stage_IV_Uveal_Melanoma_AJCC_v7
469,Stage_IVA_Cervical_Cancer_AJCC_v6_and_v7
470,Stage_IVA_Cervical_Carcinoma
471,Stage_IVA_Nasopharyngeal_Carcinoma_AJCC_v7
472,Stage_IVA_Oropharyngeal_Carcinoma_AJCC_v7
473,Stage_IVA_Thymoma_AJCC_v8
474,stage_IVA_vaginal_cancer
475,Stage_IVB_Bladder_Cancer_AJCC_v8
476,Stage_IVB_Cervical_Cancer_AJCC_v6_and_v7
477,Stage_IVB_Hepatocellular_Carcinoma_AJCC_v7
478,Stage_IVB_Nasopharyngeal_Carcinoma_AJCC_v7
479,Stage_IVB_Oral_Cavity_Squamous_Cell_Carcinoma_AJCC_v6_and_v7
480,Stage_IVB_Oropharyngeal_Carcinoma_AJCC_v7
481,Stage_IVB_Oropharyngeal_Squamous_Cell_Carcinoma_AJCC_v7
482,Stage_IVC_Nasopharyngeal_Carcinoma_AJCC_v7
483,Stage_IVC_Oropharyngeal_Squamous_Cell_Carcinoma_AJCC_v7
484,Stromal_Neoplasm
485,Systemic_Anaplastic_Large_Cell_Lymphoma
486,terminal_cancer
487,Therapy_Related_Acute_Myeloid_Leukemia
488,Therapy_Related_Leukemia
489,Therapy_related_myelodysplastic_syndrome
490,Thymoma__Familial
491,Thymoma__type_A
492,Thymoma__type_AB
493,Thymoma__type_B1
494,Thymoma__type_B2
495,Thymoma__type_B3
496,Thyroid_Gland_Spindle_Cell_Tumor_with_Thymus_Like_Differentiation
497,Traditional_Serrated_Adenoma
498,Transitional_Cell_Neoplasm
499,Transitional_cell_papilloma__benign
500,Transplant_Related_Kaposi_Sarcoma
501,Transplant_Related_Malignant_Neoplasm
502,Treatment_related_secondary_malignancy
503,Tumor_Angiogenesis
504,Tumor_Associated_Process
505,Tumor_Cell_Invasion
506,tumor_growth
507,Tumor_Initiation
508,Tumor_necrosis
509,Tumor_of_unknown_origin
510,Tumor_Progression
511,Tumor_Promotion
512,Tumor_stage_mycosis_fungoides
513,tumor_vasculature
514,TYLOSIS_WITH_ESOPHAGEAL_CANCER
515,Undifferentiated__Embryonal__Sarcoma
516,Undifferentiated_carcinoma
517,Undifferentiated_carcinoma_of_esophagus
518,Undifferentiated_carcinoma_of_nasopharynx
519,Undifferentiated_carcinoma_of_ovary
520,Undifferentiated_carcinoma_of_stomach
521,Undifferentiated_Malignant_Neoplasm
522,Undifferentiated_nonkeratinizing_carcinoma_of_nasopharynx
523,Undifferentiated_round_cell_sarcoma
524,Undifferentiated_spindle_cell_sarcoma
525,UndifferentiatedUnclassified_Sarcoma
526,Unknown_Primary_Tumors
527,Unresectable_Hepatocellular_Carcinoma
528,Unresectable_Pancreatic_Carcinoma
529,Uterine_Corpus_Cancer
530,Uterine_Fibroids
531,Vaginal_intraepithelial_neoplasia_grade_1
532,Vaginal_intraepithelial_neoplasia_grade_2
533,Vascular_Neoplasms
534,Vulval_intraepithelial_neoplasia_grade_1
535,Vulval_intraepithelial_neoplasia_grade_2
536,Vulval_intraepithelial_neoplasia_grade_3
537,Well_Differentiated_Hepatocellular_Carcinoma
538,Well_Differentiated_Leiomyosarcoma
539,Well_Differentiated_Malignant_Neoplasm
540,Well_Differentiated_Pancreatic_Endocrine_Tumor
541,WHO_Grade_III_Glioma
542,Neoplasms
